customer_id,name,phone,address,city,state,zip,email,account_open_date,last_payment_date,monthly_usage_kwh,monthly_bill,service_type,status,company,ip_address,browser,language
181,Yolanda  Warren,407-735-9263,3559 Kayla Extension Suite 979,South Brady,IN,90576,adamsrussell@glass.biz,2021-09-22,2025-12-24,1808.9,60.07,Water,Inactive,,41.251.194.146,safari,es
252,Michelle  Erickson,660.216.1606,5990 Jon River,Turnerfurt,MN,37745,davisbrian@yahoo.com,"May 02, 2022",11/02/2023,1484.1,$417.67,Gas,Active,,12.84.57.86,IE,en-US
129,Rodney Evans,1280377032,2575 Frederick Valleys Suite 033,East Jessica,NY,60165,mluna@hotmail.com,"August 30, 2022",20-Dec-2023,586.2,112.33,Gas,Inactive,Martinez Ltd,195.128.50.113,IE,EN-us
13,Mary Gomez,450-578-5669,0256 Joseph Turnpike,South Monicafort,ID,95717,sarayoung@gmail.com,2020-12-06,2024-09-05,565.7,423.74,Electric,Active,Bailey-Hoover,76.92.61.13,Firefox,EN-us
238,Oscar Greer,791.657.4205,49911 Sparks Flats Suite 778,Amyside,AK,99071,stantonpatrick@hotmail.com,"June 01, 2018",2024-12-06,1973.5, $270.57,Gas,Inactive,,8.121.254.74,Chrome,es-ES
27,David Mann,993.695.8616,1832 Serrano Cliffs,East Laurashire,LA,21359,mcdanielsandra@hotmail.com,"February 16, 2018","May 14, 2024",706.0,$265,Gas,Inactive,Martinez-Barker,216.182.61.164,Safari,es-ES
225,Mr.  Joseph  Kelley,412.250.4028,5402 Mitchell Expressway,Lake Amanda,HI,,ashley42@yahoo.com,13-May-2015,2024-11-09,1987.8,$41,Electric,Active,,202.78.149.143,chrome,es
29,Jason Morris,+1 560 919 8434,1545 Tara Lodge,Lake Mollymouth,AR,,marksteele@bates-morales.net,27-Feb-2017,09/02/2023,589.2,$102,Water,Delinquent,,63.231.79.153,Firefox,en-US
190,Charles  Hammond,982-754-1692,94077 Stephens Avenue,Youngshire,NJ,85303,uparker@roberts-white.com,"January 30, 2018",10-Jan-2024,300.1, $191.09,Water,Inactive,,133.20.248.95,IE,en-US
102,Andrew Brown,(475) 508.5397,88924 Kyle Pass Apt. 285,Willisland,UT,73469,courtney86@yahoo.com,12-Nov-2015,05/30/2024,1207.9,$330,Electric,Active,Blair-Mathis,91.206.148.69,Chrome,fr-FR
229,Jason Rocha,+1 888 690 8774,64870 Davenport Hollow,Hansenmouth,AK,80381,angelapage@gmail.com,"October 04, 2018",2025-04-27,1151.6,379.1 USD,Water,Active,,83.53.249.189,Safari,EN-us
71,Tonya Howe,9239340792,87431 Martin Mount Suite 205,Ashleyborough,RI,72739,evanscarrie@mitchell-hays.net,"November 23, 2020",2025-04-18,1302.6,73.89 USD,Gas,Active,,197.181.247.215,Safari,EN-us
218,Casey Floyd,338.640.3378,3531 Perez Freeway Suite 363,South Brendaton,NE,79856-836,jonesjoe@yahoo.com,04/29/2016,10/12/2024,1766.3,332.64 USD,Gas,Delinquent,,93.30.146.10,chrome,es
299,Julie  Murray,+1 604 887 7076,124 Amanda Lock,North Emily,TX,,jenniferkim@hoover-skinner.com,04-Jan-2017,"December 14, 2023",307.2,$420,Gas,Active,,150.234.229.179,Firefox,en-US
191,Adriana Khan,915-730-8537,20994 KNAPP CAUSEWAY APT. 622,Cherylshire,OH,23205,brandonhernandez@hotmail.com,25-Aug-2018,06/15/2024,575.3,255.88,Water,Active,Burch Ltd,209.37.154.6,Edge,en-GB
182,Sarah Rodriguez,639.434.8899,7053 James Pike Suite 879,Lake Holly,MS,85513,stacymcintosh at smith-benson.com,"February 05, 2016",02-Oct-2023,1824.7,225.17,Electric,Active,,196.44.134.140,Edge,es-ES
245,Dominic Johnson,7611350152,01594 Rachel Lodge Suite 162,North Ashley,DE,59781,dawnwilliams at hotmail.com,"August 31, 2022",29-Aug-2025,73.1,$82,Gas,Active,,201.1.217.248,IE,es
86,Justin Hunt,9961135562,1839 Gina Extension Apt. 444,Thomasburgh,KY,20730,davisangela@george.com,"November 22, 2020",17-Dec-2025,268.8, $53.58,Water,Delinquent,Evans-Patton,143.200.33.176,IE,en-GB
227,Tracy Webster,5558545314,69375 Mark Rest Apt. 983,Jamesland,NV,56380,hmorgan@mendoza.com,"June 15, 2016","November 30, 2025",1773.1,231.78,Electric,Active,,200.89.121.86,Chrome,en-US
144,Christine Poole,(480) 577.8605,11024 Bailey Forks Suite 667,Hamiltontown,TX,,burgesseric@yahoo.com,05/06/2015,"February 01, 2025",1923.0,275.44,Gas,Active,,36.12.21.173,Safari,es-ES
98,mariah williams,9611106584,71293 Smith Square Apt. 10,Lisachester,DC,,rubendavis@gmail.com,13-Nov-2019,2023-07-15,977.2, $118.8,Electric,Delinquent,,152.132.55.189,Firefox,EN-us
198,Michael  Campbell,+1 493 680 9767,016 Christopher Lock Apt. 997 Apt. 945,Larryborough,WV,66418,charlesaustin@fernandez-williams.com,04/14/2018,15-Jan-2023,902.4, $101.09,Electric,Active,,194.80.110.66,Edge,fr-FR
5,Jesse Mckay,(721) 705.2489,893 Nathaniel Estates Apt. 957,North Sarahport,AR,99192,williamrodriguez@hotmail.com,2019-09-26,"February 27, 2025",1081.8,$276,Water,Inactive,Humphrey Inc,36.109.250.82,chrome,en-US
297,Rhonda Thompson,+1 494 964 9096,0324 Estrada Cliff,South Robert,OH,47089,rachelquinn@cruz-hopkins.org,08/05/2022,05/06/2025,106.1,195.67,Gas,Active,,11.39.47.106,Safari,es-ES
83,Shannon  Malone,(237) 606.9116,6591 Jerry Ways,Nelsonland,KY,14910,jgray@brown-smith.com,07-Feb-2015,08-Aug-2023,1072.4, $142.36,Electric,Inactive,,204.67.98.2,Safari,en-US
158,Megan Ward,827.255.1190,011 Barber Points,Michaelview,PA,31679,christopherhill@gomez-foster.org,"November 03, 2015",10/18/2024,148.2,162.28 USD,Electric,Active,,123.59.77.135,safari,en-GB
154,Joseph Blankenship,4753910715,811 Hopkins Rapids,Port Erikachester,MT,63707,catherinethompson@hotmail.com,04/24/2018,"March 22, 2023",694.7,$411,Electric,Active,Golden-Wolfe,158.219.28.74,Chrome,EN-us
10,Todd Hudson,(277) 653.2604,6247 Hickman Cliffs Apt. 554,South Christineshire,CA,40982,barnesbrandy@stewart.com,"November 12, 2016","September 21, 2025",1809.8,$112,Electric,Active,,216.124.133.149,Firefox,fr-FR
88,Robert Long,270-683-1519,1672 Allen Shoals Apt. 661,Ewingfort,MO,,brittanygardner@saunders.com,"March 12, 2022","February 05, 2025",782.5,$213,Water,Delinquent,,207.88.174.8,Safari,es
17,Shannon  Mcclure,471.239.2776,83172 Contreras Points Suite 798,Rivasside,GA,77033,gregoryrubio@hotmail.com,"April 18, 2016",25-Jan-2024,53.3,$39,Water,Active,,192.249.155.226,chrome,es
232,Melissa Davis,903-808-2426,5213 Wesley Village Apt. 898,South Stevenland,DC,,alexanderholmes at yahoo.com,23-May-2022,16-Feb-2023,675.7,294.71,Electric,Active,,125.63.13.29,safari,fr-FR
151,Jamie  Solomon,(218) 892.1067,272 Chris Row,Jasonburgh,MN,26899,lisa57@yahoo.com,"February 25, 2016",27-Oct-2025,631.5,$91.82,Gas,Active,,202.60.149.199,IE,es-ES
1,allison hill,(342) 954.2679,908 Jennifer Squares,Robinsonshire,AL,,jillrhodes@miller.com,2019-09-25,2023-03-03,1223.9, $114.01,Water,Active,,53.198.170.29,IE,fr-FR
247,Sherry Giles,+1 457 397 1557,034 Parker Squares Apt. 95,Rebeccaville,IA,38419,tbaldwin@gmail.com,2021-09-21,2023-09-03,783.1,388.27,Water,Active,,153.38.130.254,Chrome,es
76,courtney smith,(470) 944.6992,10690 Jamie Courts Apt. 790,Lake Bradley,IN,35513,steven86@gray.com,24-Jan-2019,"May 31, 2023",595.5, $236.83,Water,Active,"Robinson, Shields and Brown",198.39.126.64,Chrome,fr-FR
256,Debra Barrett,4396810789,04501 Davis Glens Apt. 116,East Tammy,MO,72182,douglasstephanie@yahoo.com,07/30/2020,2023-11-24,605.9,43.23 USD,Gas,Active,,77.83.133.123,safari,fr-FR
60,Chad Jones,989.752.9626,2258 David Flats Apt. 370 Apt. 345,Angelastad,OH,30218,zosborn@ponce.com,10/26/2016,"December 06, 2023",1368.9,38.79 USD,Electric,Delinquent,,37.132.141.242,safari,es
108,Robert Torres,402.660.8037,442 Stephanie Walk,Hawkinsside,CT,18200,marymurphy@dawson.biz,2021-06-22,18-Jan-2024,272.2,$160,Water,Inactive,,136.242.94.135,chrome,es-ES
293,Brady Singleton,(653) 597.1128,2924 Vincent Shoals,Matthewchester,TX,21829,cclark@hotmail.com,22-Aug-2017,03/06/2024,1765.0,413.83 USD,Water,Active,Farmer-Vaughn,129.124.194.241,safari,en-US
156,Richard Olson,581-550-3996,621 Sean Squares Apt. 138,Hartmanside,UT,72684,tking@hotmail.com,09/24/2019,08/20/2023,1964.1,$319.35,Electric,Active,,202.82.76.64,Edge,EN-us
114,Nicholas Rush,612-727-5558,917 Mark Club,West Toni,SC,86278,whitelucas@hotmail.com,2015-01-11,27-Jul-2025,825.5, $385.55,Gas,Inactive,,26.190.117.170,Firefox,es-ES
164,George Ward,735-309-1414,982 Kelly Spring,Hamptonmouth,CO,,andrew15@hotmail.com,12/29/2017,09-Aug-2024,1396.7,$82.96,Gas,Active,,190.215.14.154,Firefox,fr-FR
170,Calvin Gonzales,(750) 919.8130,0512 Joseph Lock Apt. 872,Port John,AL,70191,christophersmith@peterson.info,2018-09-20,2023-06-29,1138.3,43.34 USD,Water,Inactive,,13.253.223.250,Edge,fr-FR
194,Joshua Wang,(999) 491.6818,770 Timothy Road Suite 857,Reillyton,NC,20277,matthew99@collier.com,10-Apr-2019,08/07/2025,872.5,393.35 USD,Water,Active,,186.24.153.105,Chrome,en-US
172,Melissa Barker,(505) 893.7113,2812 HALL POINT,Lindamouth,ID,15475,kelli32@davis-montgomery.com,"January 21, 2015",24-Jun-2023,462.9,110.32 USD,Water,Inactive,Norris LLC,209.67.125.122,Safari,en-GB
39,Donald Donaldson,(619) 870.3529,53293 Maria Plaza,New Jason,IN,62098,batesdarlene@hotmail.com,2022-04-15,"November 03, 2024",1751.1,$430,Electric,Active,Schroeder-Kramer,212.161.72.175,chrome,es-ES
211,Randy Robinson,849-996-7266,72006 HERNANDEZ ISLE SUITE 908 APT. 537,Mendozafurt,VA,75850,gbaldwin@jones.com,10/29/2022,2023-11-10,1943.5,$310,Water,Active,Fernandez Inc,175.237.162.204,Edge,es-ES
91,Jessica Johnson,(876) 733.4621,182 Nguyen Mount,West Emilyfort,SC,32955,yvargas@bush.com,"January 08, 2022",2025-10-12,1582.3,$438,Gas,Active,,188.143.184.114,Firefox,fr-FR
105,John Campbell,237.568.9796,9493 Richardson Park,Lake Rachel,WY,,christopher70@yahoo.com,13-Oct-2017,2023-12-07,1935.3,$262,Gas,Delinquent,,90.62.8.24,Chrome,en-US
283,Steve Steele,8138634432,046 Davis Terrace Apt. 571,Halltown,MS,31514,ellisonscott@bishop-reynolds.com,"July 06, 2020",03-Oct-2023,1539.8,$328,Water,Active,,161.158.213.154,chrome,EN-us
18,David Walsh,521.879.3041,5581 Edward Lights,Lake Jason,MT,62743,joshuajones@yahoo.com,26-Oct-2022,09/18/2023,1370.8,$201,Electric,Active,,189.78.5.197,IE,en-US
100,Leah Cruz,+1 230 849 5478,89994 Melanie Shoals,Jamiehaven,WA,59207,kylie34@hotmail.com,11/04/2019,2025-02-17,1606.2,352.03 USD,Water,Active,,131.126.15.132,Edge,es
135,David Stevens,925-886-6500,016 Johnson Plaza Apt. 199,Pamelaside,SD,43640-905,gatessergio@gmail.com,2016-03-18,"April 09, 2023",1939.7,$208,Gas,Active,,218.232.71.16,IE,fr-FR
116,Angela Jackson,(253) 605.6005,970 Dunlap Expressway Suite 201,Jamieborough,UT,22475-101,jessicapayne@gmail.com,"May 24, 2017",06/09/2023,1376.0, $275.28,Electric,Active,,203.195.232.100,Chrome,fr-FR
42,Stephen Gutierrez,874-605-5497,4527 Christopher Corner Apt. 615 Apt. 886,New Brian,OH,89482-863,gperry@yahoo.com,27-Jul-2020,16-Apr-2024,1260.7,114.17,Water,Inactive,,189.37.88.39,chrome,en-GB
254,Tammy Fields,(975) 625.3753,4276 Wanda Park,South Michaelside,NH,15334,lopezbrian@gmail.com,2016-06-30,02/09/2025,207.4,$27,Electric,Active,Rodriguez-Cortez,69.253.46.23,chrome,EN-us
221,Brandi Phillips,733-311-8399,62570 Paul Spurs Suite 804,Mullinsside,WY,80499,castillokevin@stevens.info,2019-06-09,2025-03-04,826.2,$102,Gas,Inactive,,18.151.55.105,Safari,fr-FR
107,Dean Edwards,6172127903,91212 Owens Lodge,New Michaelborough,ME,,louis43@gmail.com,2018-11-06,12/03/2023,362.3, $241.88,Water,Active,,135.172.169.238,safari,fr-FR
6,Kim Martinez,500-645-3591,346 Kim Path,Martinezbury,MA,75612,josephbrennan@yahoo.com,2017-01-01,09/03/2024,1101.8,85.72,Water,Delinquent,,46.186.51.36,Edge,en-US
117,Elizabeth Davis,305-520-7022,49731 Jamie Route Suite 171,Kristenfort,TN,27451,xhernandez@gmail.com,03/12/2022,2023-05-21,908.2,282.44,Water,Active,,152.205.62.138,Edge,EN-us
38,Johnathan Davis,8445505799,179 Crosby Harbors Apt. 537,Sampsonstad,TX,63841,qchavez@horton.com,28-Jun-2015,"August 26, 2025",1015.9,186.01,Electric,Active,,187.122.65.147,Firefox,en-US
104,Brian Berry,944-672-4434,20863 Wright Stravenue Suite 419,Davidton,IN,63627,joycesmith@sanchez.com,"July 19, 2022",13-Oct-2023,1444.7,124.07,Gas,Active,,198.230.163.2,Edge,EN-us
103,Logan Brown,+1 640 866 3230,52410 Roman Groves Apt. 491,Gibsonstad,NM,33283,smithderrick@martin.net,20-Jun-2019,"August 19, 2024",685.5,436.14,Gas,Inactive,,213.8.174.240,Chrome,EN-us
65,Adam Rodriguez,220.599.8702,8416 Duran Harbors Apt. 397,East Theresafurt,WY,18855-453,jessica65@morales.net,2017-09-14,11/11/2024,710.2, $39.06,Water,Active,,187.179.12.34,Edge,es
136,Anthony Walker,(366) 662.2207,711 AARON KNOLL SUITE 885,North Pennyfort,VT,,ann99@yahoo.com,2017-12-05,01-Jun-2023,363.8,$93,Electric,Active,,203.155.97.212,Chrome,es-ES
185,Megan  Salas,645.290.2049,232 Michelle Inlet Apt. 629,West Carlos,VA,62513,jallen@waller-browning.com,19-Nov-2021,04/28/2023,70.9,$295,Water,Delinquent,,73.80.62.255,Safari,en-US
34,Joseph Knight,801.221.5415,74740 Santana Springs,North Scott,OR,67963,gregorylynch@harvey-allen.org,02/13/2018,"June 11, 2025",728.5,$437,Gas,Active,Fowler-Coleman,147.85.246.32,Safari,es-ES
188,Natalie Wheeler,1617511527,086 James Mill Suite 447,South Kelly,AR,98724,hayesmargaret@rich.net,11/12/2022,"October 08, 2024",1094.5, $430.84,Water,Inactive,"Black, Thomas and Gallegos",135.62.52.15,Chrome,fr-FR
257,Richard Mitchell,696-727-2901,158 Tracy Loaf Suite 499,Davischester,MN,64927,evanslaurie@drake.com,25-Mar-2017,2024-04-16,512.4,$160.24,Gas,Inactive,,221.161.238.156,Safari,en-US
147,Craig Carpenter,(258) 814.7620,57759 Steele Drives,Lindseychester,AL,48745,david31@yahoo.com,"November 28, 2017","April 08, 2025",1430.7, $336.79,Water,Inactive,,142.45.122.38,chrome,en-GB
205,Lisa  Sanchez,(528) 938.2037,5442 Heather Ranch Suite 940,Laneshire,TN,75214,chloe58@harrison.info,03/08/2021,02-Aug-2024,265.4,196.22 USD,Water,Active,Lamb-Weber,136.29.215.57,Safari,en-GB
280,Johnny Cox,9807110812,36149 Jackson Fields,North Brianna,CA,23332,tconway@hotmail.com,2016-11-22,01/14/2025,1695.9, $165.61,Gas,Active,,107.165.190.206,chrome,fr-FR
264,Carrie Villarreal,392-668-2430,5084 Melissa Well Apt. 077,North Kimberlyville,OH,24334,morgandaniel@martinez.info,05-Nov-2016,08/18/2023,1065.3,233.42,Water,Active,,42.176.226.244,chrome,EN-us
20,Joel Williams,399.935.7291,4170 Zoe Keys Apt. 100,East Mary,FL,23970-897,jason55@yahoo.com,10/08/2019,"December 27, 2023",1839.1,41.59,Electric,Active,,71.82.40.28,chrome,EN-us
15,April Frost,566-415-5088,656 Spencer Fields Suite 629,Richardtown,LA,91351,ryan59@alvarado-martinez.com,09/25/2016,11/29/2023,399.8,$399.01,Gas,Inactive,,117.39.238.207,chrome,es
89,Rachel Ward,(945) 428.1056,6101 Walker Summit Apt. 756,Bartonshire,NY,65591,mackdiane@jackson-salazar.org,"December 18, 2020",04/15/2024,587.5,218.07,Water,Inactive,Cooper Inc,154.159.87.101,chrome,fr-FR
208,Ethan Moreno,814.653.6772,4149 Murray Spring Apt. 938,Ericaburgh,OH,64046,hardindana@bishop-pearson.com,"February 06, 2022",10/24/2024,781.4,262.15,Water,Delinquent,,36.89.83.44,Edge,fr-FR
289,Pamela Matthews,5984452639,973 Kristen Turnpike,East Williamhaven,NM,41258,markbrown@yahoo.com,04/10/2016,2024-01-29,955.1,125.6 USD,Water,Delinquent,,218.76.96.5,Chrome,en-GB
44,Jennifer Thomas,(972) 431.7511,910 Eric River Apt. 147,Tuckermouth,KY,11824,reesejason@chavez-moore.com,2017-12-19,20-Jul-2025,1189.9,309.32 USD,Water,Delinquent,Fischer Inc,146.32.181.207,Safari,fr-FR
169,Patrick Lamb,+1 225 729 7143,797 Graves Overpass,West Andrew,ND,95397,melissawhite@yahoo.com,27-Feb-2017,2025-11-18,1944.7,427.73,Water,Active,,70.139.166.25,Safari,es
241,Anthony  Sanchez,475.620.9948,76986 SMITH MOUNTAINS APT. 569,Morrisville,NM,,brittany14@morgan.net,02-Jun-2020,"August 20, 2023",327.1,$433.55,Water,Active,,45.45.154.23,safari,es-ES
128,Jeffrey Jordan,(324) 212.2010,505 Andrew Avenue,East Heather,ME,,creyes@hotmail.com,29-Jun-2019,22-Jun-2023,92.5,$414.49,Electric,Active,,83.151.99.196,safari,en-GB
261,Christian Park,1588381587,49605 Curtis Vista,Pettyfort,OR,58551,csmith@hotmail.com,"January 11, 2022",2023-01-03,1085.3,185.5 USD,Gas,Active,,203.202.112.51,IE,EN-us
41,Dr. Jessica Rodriguez DDS,5816014770,49985 Vang Pines Apt. 824,Shawnchester,WY,19681,lammarc@gmail.com,15-Dec-2019,"September 04, 2024",1698.3,$317,Electric,Delinquent,,214.225.120.12,Chrome,en-GB
77,Monique Flores,(403) 816.9341,4408 CONNIE MEADOW,Williamsstad,TN,,kevinthomas@hotmail.com,"September 26, 2018","November 29, 2025",322.6, $84.04,Water,Active,,165.25.137.77,IE,es
284,Timothy Logan,5631170553,392 Kelly Orchard,Lopezberg,AZ,47281,briana11@gmail.com,2018-08-05,2023-02-27,730.3,75.13 USD,Water,Active,,91.228.239.138,chrome,es-ES
171,William Wright,747-206-2036,08814 Little Flat Suite 031,Lake Ryan,GA,75907-208,stevenwise@wade.com,02-Apr-2018,27-Jun-2023,793.8,$349,Water,Active,Richards-Foster,66.176.4.245,Safari,en-GB
286,Erin Lane,+1 586 784 7394,3033 Hanson Garden,Navarromouth,WA,36988,robert21@yahoo.com,"October 08, 2018",26-Oct-2025,758.5,91.65 USD,Gas,Active,,139.202.169.122,safari,en-US
168,Joseph Chang,+1 423 970 9691,9308 Lopez Points Suite 632,Claytonbury,CO,25036,justin80@weeks.com,02-Jul-2022,07/01/2025,1841.3, $408.93,Electric,Delinquent,,184.179.30.121,Firefox,fr-FR
124,Lindsay Smith,448.675.7033,4374 Silva Avenue Suite 899,Kennethville,CA,81638,jennifer46@yahoo.com,10/01/2017,"January 14, 2023",725.5, $30.28,Water,Inactive,,172.211.60.46,Chrome,es
97,Bianca Phelps,(309) 298.9591,27706 Wendy Curve,Erikview,SD,45038,williamsconnie@yahoo.com,2019-06-14,"February 03, 2025",1981.0,217.37,Electric,Active,,151.204.73.207,Chrome,es
263,Edward Dawson,(971) 962.4693,172 James Rest Suite 167,Jimmyside,AK,17138,laura29@gmail.com,17-Sep-2015,"December 08, 2024",1667.6, $229.08,Gas,Active,,171.109.156.232,IE,es-ES
9,Rachel Mitchell,790.684.4981,500 Shaw Walk,North Susan,HI,66498-462,jamesrobinson@gmail.com,"October 01, 2019",2025-08-14,168.2,$309.55,Water,Active,,47.13.148.165,Safari,en-GB
236,Amanda Murphy,7356168265,6317 White Spring Suite 167,North Douglasfurt,OR,54658,mcampbell@collins.net,"May 02, 2017",10-Jun-2025,387.5,254.15,Water,Active,,42.204.92.119,IE,fr-FR
189,Kevin Shannon,6479608458,45211 Jasmin Roads Suite 186,South Andrea,WI,34925,cgutierrez@white.com,08/05/2020,04/25/2024,497.0,395.28,Electric,Inactive,,5.51.98.63,safari,en-US
253,debbie gordon,+1 299 667 3796,41502 Savage Village Suite 564,Chloeview,MD,87984,uanderson@hotmail.com,11/26/2021,05/10/2023,682.3,$203,Water,Active,Stafford-Stewart,162.107.148.149,safari,en-GB
31,John  Kennedy,(776) 511.2395,46584 Justin Hills,Grimesmouth,NJ,91057,patrickweeks at hotmail.com,"July 13, 2017","July 11, 2025",1980.6, $147.86,Gas,Active,Cook-Hines,148.152.0.7,chrome,en-US
177,Erica Allen,470-578-4834,049 Zachary Hollow Apt. 212,West Traceyborough,MD,69591,vcannon@ward-chavez.biz,2015-07-10,2024-10-25,1285.5, $322.61,Gas,Inactive,,24.212.164.12,IE,EN-us
320,Phillip Nelson,478-653-7947,8536 Nicholas Burgs,Sarahmouth,FL,24918,odavis at wilkerson-arias.biz,"November 14, 2018",16-Aug-2023,998.9, $311.63,Water,Active,Johnson Group,193.240.47.51,IE,en-US
28,Katherine Miller,+1 769 210 9464,490 Thomas Run,Moonburgh,NE,41499,mnavarro@johnson-perez.org,"September 29, 2022","October 02, 2025",623.8,$360.96,Gas,Active,,193.46.183.83,IE,es-ES
